IS_Name	IS_Family	IS_Group
ISPsy27	IS1182	IS1182
ISPsy28	IS3	IS3
ISPsy29	IS3	IS51
ISPsy3	IS91	IS91
ISPsy31	IS3	IS3
ISPsy32	IS630	IS630
ISPsy33	IS4	IS4
ISPsy34	IS66	IS66
ISPsy35	IS110	IS110
ISPsy36	IS1182	IS1182
ISPsy38	IS30	IS30
ISPsy4	IS21	IS21
ISPsy40	IS21	IS21
ISPsy41	IS21	IS21
ISPsy43	IS66	IS66
ISPsy44	IS5	IS427
ISPsy45	IS5	IS5
ISPsy46	IS5	IS5
ISPsy5	IS66	IS66
ISPsy6	IS1182	IS1182
ISPsy7	IS110	IS1111
ISPsy8	IS3	IS150
ISPsy9	IS3	IS150
ISPta1	IS5	IS5
ISPte1	IS1595	IS1595
ISPth1	IS5	IS903
ISPti1	IS1182	IS1182
ISPto1	IS1595	ISPna2
ISPto10	IS1595	ISSod11
ISPto11	IS1595	ISSod11
ISPto2	IS4	IS4Sa
ISPto3	IS4	ISPepr1
ISPto4	IS3	IS3
ISPto5	ISAs1	ISAs1
ISPto6	IS1380	IS942
ISPto7	IS66	ISBst12
ISPto8	IS66	IS66
ISPto9	IS5	IS5
ISPtu1	IS4	IS10
ISPtu2	IS110	IS110
ISPve1	IS21	IS21
ISPvsp1	IS1595	IS1595
ISPvsp2	IS1595	IS1595
ISPvu1	IS66	IS66
ISPxa1	IS1595	ISPna2
ISPxsp1	IS1595	IS1595
ISPye1	IS5	IS427
ISPye10	IS5	IS1031
ISPye11	IS5	IS427
ISPye12	IS5	IS903
ISPye13	IS3	IS3
ISPye14	IS66	IS66
ISPye15	IS701	IS701
ISPye16	IS110	IS1111
ISPye17	IS110	IS1111
ISPye18	IS1182	IS1182
ISPye19	IS110	IS1111
ISPye2	IS5	IS5
ISPye20	IS5	IS5
ISPye21	IS110	IS1111
ISPye22	IS110	IS1111
ISPye23	IS5	IS903
ISPye24	IS5	IS427
ISPye25	IS110	IS1111
ISPye26	IS110	IS1111
ISPye27	IS110	IS1111
ISPye28	IS481	IS481
ISPye29	IS1182	IS1182
ISPye3	IS3	IS150
ISPye30	IS701	IS701
ISPye31	IS630	IS630
ISPye32	IS110	IS1111
ISPye33	IS66	IS66
ISPye34	IS3	IS407
ISPye35	IS630	IS630
ISPye36	IS3	IS407
ISPye37	IS66	IS66
ISPye38	IS5	IS5
ISPye39	IS5	IS427
ISPye4	IS1182	IS1182
ISPye40	IS5	IS427
ISPye41	IS5	IS903
ISPye42	IS3	IS51
ISPye43	IS256	IS256
ISPye44	IS66	IS66
ISPye45	IS66	IS66
ISPye46	IS110	IS1111
ISPye47	IS110	IS1111
ISPye48	IS110	IS1111
ISPye49	IS5	IS427
ISPye5	IS3	IS407
ISPye50	IS5	IS427
ISPye51	IS5	IS427
ISPye52	IS3	IS51
ISPye53	IS256	IS256
ISPye54	IS30	IS30
ISPye55	IS1182	IS1182
ISPye56	IS5	IS903
ISPye57	IS3	IS407
ISPye58	IS5	IS5
ISPye59	IS110	IS110
ISPye6	IS3	IS407
ISPye60	IS4	IS50
ISPye7	IS5	IS5
ISPye8	IS66	IS66
ISPye9	IS66	IS66
ISPze1	IS5	IS427
ISR1	IS3	IS407
ISRa1	IS982	IS982
ISRae1	IS481	IS481
ISRama1	IS1595	ISSod11
ISRan1	IS1595	IS1016
ISRaq1	IS3	IS407
ISRasp1	IS3	IS3
ISRba1	IS4	IS4
ISRba10	IS256	IS256
ISRba2	IS4	IS50
ISRba3	IS4	IS4
ISRba4	IS701	IS701
ISRba5	IS4	IS4Sa
ISRba6	IS3	IS3
ISRba7	ISAs1	ISAs1
ISRba8	IS5	IS427
ISRba9	IS256	IS256
ISRbac1	IS1182	IS1182
ISRce1	ISAs1	ISAs1
ISRce2	IS1182	IS1182
ISRcl1	IS1595	ISSod11
ISRde1	IS3	IS51
ISRde2	IS3	IS407
ISRde3	IS3	IS407
ISRein1	IS5	ISL2
ISRel1	IS4	IS4Sa
ISRel10	ISNCY	IS1202
ISRel11	IS5	IS427
ISRel12	IS481	IS481
ISRel13	IS5	IS427
ISRel15	IS66	IS66
ISRel16	IS21	IS21
ISRel19	IS66	IS66
ISRel2	IS481	IS481
ISRel20	IS5	IS1031
ISRel21	IS3	IS407
ISRel24	IS66	IS66
ISRel25	IS110	IS110
ISRel26	ISNCY	IS1202
ISRel3	IS21	IS21
ISRel5	IS21	IS21
ISRel6	IS630	IS630
ISRel7	IS110	IS1111
ISRel8	IS66	IS66
ISRel9	IS110	IS1111
ISRer1	IS1380	IS1380
ISRer2	IS5	IS427
ISRer3	IS256	IS256
ISRfr1	IS630	IS630
ISRfsp1	IS66	ISBst12
ISRfsp2	IS110	IS110
ISRfsp3	IS5	ISL2
ISRgn1	IS3	IS3
ISRgn2	IS66	IS66
ISRgn3	IS1380	IS1380
ISRH1	IS6	IS6
ISRhba1	IS1595	ISNwi1
ISRhba2	IS3	IS3
ISRhba3	IS481	IS481
ISRhba4	IS481	IS481
ISRhba5	IS5	IS903
ISRhosp1	IS3	IS3
ISRhosp2	IS701	IS701
ISRhosp3	IS701	IS701
ISRhosp4	IS701	IS701
ISRhosp5	IS3	IS51
ISRhosp6	IS481	IS481
ISRhosp7	IS110	IS110
ISRhosp8	IS110	IS110
ISRhosp9	IS5	ISL2
ISRhru1	IS1595	ISSod11
ISRhru2	IS66	ISBst12
ISRhru3	IS110	IS1111
ISRhru4	IS256	IS256
ISRhru5	IS5	IS427
ISRhru6	IS5	IS1031
ISRhsp1	IS5	IS5
ISRhsp2	IS3	IS2
ISRhsp3	IS481	IS481
ISRhsp4	IS5	IS427
ISRhsp5	IS66	IS66
ISRhsp6	IS5	IS5
ISRhsp7	IS5	IS5
ISRhsp8	IS5	IS903
ISRhtr1	IS1595	ISSod11
ISRin1	IS5	IS5
ISRisp1	ISAzo13	ISAzo13
ISRj1	IS630	IS630
ISRj2	IS3	IS150
ISRjo1	IS1380	IS1380
ISRjo2	IS630	IS630
ISRjo3	ISNCY	ISDol1
ISRjo4	IS256	IS256
ISRl1	IS66	IS66
ISRl2	IS5	IS1031
ISRle1	IS110	IS1111
ISRle10	ISNCY	ISDol1
ISRle11	IS1182	IS1182
ISRle12	IS256	IS256
ISRle2	IS30	IS30
ISRle3	IS66	IS66
ISRle39A	IS6	IS6
ISRle39B	IS6	IS6
ISRle39d	IS6	IS6
ISRle4	IS3	IS407
ISRle5	IS3	IS407
ISRle6	IS6	IS6
ISRle7	IS6	IS6
ISRli1	ISKra4	ISAzba1
ISRm1	IS3	IS2
ISRm10-1	IS630	IS630
ISRm10	IS630	IS630
ISRm12	IS5	IS5
ISRm13	IS5	IS5
ISRm14	IS66	IS66
ISRm15	IS5	IS1031
ISRm16	IS4	IS4Sa
ISRm17	ISNCY	ISDol1
ISRm2	IS66	IS66
ISRm20	IS481	IS481
ISRm2011-2	IS630	IS630
ISRm21	ISAs1	ISAs1
ISRm3	IS256	IS256
ISRm31	IS701	IS701
ISRm32	IS1595	ISNwi1
ISRm33	IS5	IS903
ISRm3G	IS256	IS256
ISRm4-1	IS5	IS1031
ISRm4-3	IS5	IS1031
ISRm4	IS5	IS1031
ISRm5	IS256	IS256
ISRm6	IS3	IS407
ISRm7	IS3	IS407
ISRm9	IS21	IS21
ISRma1	ISKra4	ISKra4
ISRme1	IS5	IS5
ISRme10	IS30	IS30
ISRme12	IS3	IS150
ISRme13	IS3	IS3
ISRme14	IS481	IS481
ISRme15	IS3	IS51
ISRme16	IS5	IS5
ISRme20	IS21	IS21
ISRme4	IS21	IS21
ISRme6	IS5	IS427
ISRme9	IS21	IS21
ISRmsp1	IS982	IS982
ISRmsp2	IS1182	IS1182
ISRo1	IS256	IS256
ISRob1	IS66	IS66
ISRop1	IS1380	IS1380
ISRop2	ISAzo13	ISAzo13
ISRop3	IS1595	ISSod11
ISRor2	ISNCY	ISPlu15
ISRor3	ISNCY	ISPlu15
ISRor5	IS5	IS5
ISRosp1	IS3	IS3
ISRosp2	IS3	IS407
ISRosp3	IS1595	ISNha5
ISRosp4	IS66	IS66
ISRosp5	IS3	IS407
ISRosp6	IS5	IS5
ISRpa1	IS1595	ISNwi1
ISRpa10	IS1182	IS1182
ISRpa2	IS3	IS407
ISRpa3	IS481	IS481
ISRpa4	IS1595	ISNha5
ISRpa5	ISAs1	ISAs1
ISRpa6	ISAs1	ISAs1
ISRpa7	ISAs1	ISAs1
ISRpa8	IS5	IS5
ISRpa9	IS5	IS5
ISRpe1	IS481	IS481
ISRps1	IS1595	IS1595
ISRru1	IS3	IS51
ISRsl1	ISLre2	ISLre2
ISRso1	IS5	IS5
ISRso10	IS3	IS2
ISRso11	IS3	IS150
ISRso12	IS3	IS407
ISRso13	IS4	IS4
ISRso14	IS3	IS407
ISRso15	ISL3	ISL3
ISRso16	IS3	IS407
ISRso17	IS701	IS701
ISRso18	IS5	IS5
ISRso19	IS21	IS21
ISRso20	IS3	IS3
ISRso21	ISL3	ISL3
ISRso22	IS1595	ISPna2
ISRso5	IS630	IS630
ISRso6	IS21	IS21
ISRso7	IS256	IS256
ISRso8	IS3	IS3
ISRso9	IS5	IS5
ISRsp1	IS66	IS66
ISRsp13	IS5	IS5
ISRsp17	ISNCY	ISDol1
ISRsp18	IS5	IS5
ISRsp2	IS21	IS21
ISRsp20	IS1182	IS1182
ISRsp21	IS1595	ISSod11
ISRsp3	IS21	IS21
ISRsp4	IS110	IS1111
ISRsp5	IS5	IS5
ISRsp6	IS4	IS4Sa
ISRsp7	IS1380	IS1380
ISRsp8	ISL3	ISL3
ISRsp9	IS6	IS6
ISRssp1	IS3	IS407
ISRssp10	IS5	IS5
ISRssp11	IS5	IS5
ISRssp12	IS1182	IS1182
ISRssp2	IS1595	ISNha5
ISRssp3	IS6	IS6
ISRssp4	IS30	IS30
ISRssp5	IS5	IS903
ISRssp6	ISKra4	ISAzba1
ISRssp7	ISKra4	ISAzba1
ISRssp8	IS1380	IS1380
ISRssp9	IS1380	IS1380
ISRsu1	IS5	IS903
ISRsy1	IS1595	ISSod11
ISRta1	ISL3	ISL3
ISRta2	IS256	IS256
ISRta3	IS110	IS110
ISRta4	IS110	IS110
ISRta5	IS5	IS903
ISRtr1	IS256	IS256
ISRtr2	IS3	IS51
ISRtr3	IS5	IS1031
ISRtr4	IS5	IS1031
ISRtr5	IS66	IS66
ISRtr6	ISNCY	ISDol1
ISRusp1	IS5	IS903
ISRusp2	IS5	IS903
ISRxy1	IS1182	IS1182
ISS1A	IS6	IS6
ISS1B	IS6	IS6
ISS1CH	IS6	IS6
ISS1D	IS6	IS6
ISS1E	IS6	IS6
ISS1M	IS6	IS6
ISS1N	IS6	IS6
ISS1RS	IS6	IS6
ISS1S	IS6	IS6
ISS1T	IS6	IS6
ISS1W	IS6	IS6
ISS1X	IS6	IS6
ISS1Z	IS6	IS6
ISSa4	IS982	IS982
ISSac1	IS630	IS630
ISSac2	IS5	IS5
ISSac3	IS5	IS5
ISSaci1	ISAzo13	ISAzo13
ISSaen1	IS110	IS1111
ISSag10	IS1595	ISPna2
ISSag11	IS256	IS256
ISSag12	IS3	IS150
ISSag2	IS3	IS150
ISSag3	IS30	IS30
ISSag4	IS3	IS150
ISSag5	IS3	IS150
ISSag8	IS1182	IS1182
ISSag9	IS30	IS30
ISSal1	IS66	IS66
ISSam1	IS110	IS110
ISSan1	IS5	IS427
ISSar1	IS5	ISL2
ISSat1	IS1595	ISSod11
ISSau1	IS30	IS30
ISSau2	IS3	IS150
ISSau3	IS1182	IS1182
ISSau4	IS3	IS150
ISSau5	IS30	IS30
ISSau6	IS6	IS6
ISSau8	ISL3	ISL3
ISSau9	IS21	IS21
ISSav1	IS4	IS4
ISSav2	IS701	IS701
ISSav3	IS701	IS701
ISSav4	IS701	IS701
ISSav5	IS481	IS481
ISSav6	IS5	ISL2
ISSav7	IS481	IS481
ISSba1	ISAs1	ISAs1
ISSba10	IS30	IS30
ISSba11	IS21	IS21
ISSba12	IS256	IS256
ISSba13	IS3	IS3
ISSba15	IS3	IS3
ISSba16	IS30	IS30
ISSba17	IS30	IS30
ISSba18	IS6	IS6
ISSba19	IS110	IS1111
ISSba2	ISAs1	ISAs1
ISSba20	IS21	IS21
ISSba21	IS5	IS903
ISSba3	IS3	IS3
ISSba4	IS3	IS3
ISSba5	IS3	IS3
ISSba6	IS4	IS4
ISSba7	IS66	IS66
ISSba8	IS110	IS1111
ISSba9	IS256	IS256
ISSbe1	IS1595	IS1595
ISSbe2	IS1595	IS1595
ISSbe3	IS66	ISBst12
ISSbo1	IS91	IS91
ISSbr1	ISNCY	ISDol1
ISSc1	IS30	IS30
ISSce1	IS1	ISMhu11
ISScl1	IS5	IS1031
ISScl2	ISAzo13	ISAzo13
ISSco1	IS481	IS481
ISSco2	IS481	IS481
ISSco3	IS5	IS1031
ISScr1	IS982	IS982
ISScsp1	IS1595	ISSod11
ISSd1	IS3	IS3
ISSde1	IS4	IS10
ISSde10	IS3	IS3
ISSde11	IS110	IS1111
ISSde12	IS91	IS91
ISSde13	IS110	IS110
ISSde14	IS110	IS1111
ISSde2	IS481	IS481
ISSde3	IS30	IS30
ISSde4	IS110	IS1111
ISSde5	IS256	IS256
ISSde6	IS3	IS3
ISSde7	IS982	IS982
ISSde8	IS3	IS3
ISSde9	ISAs1	ISAs1
ISSdi1	IS1182	IS1182
ISSdy1	IS3	IS150
ISSdy2	IS3	IS150
ISSdy3	IS256	IS256
ISSe1	ISAs1	ISAs1
ISSen1	IS3	IS3
ISSen10	IS3	IS3
ISSen11	IS21	IS21
ISSen13	ISNCY	IS1202
ISSen2	IS5	IS427
ISSen3	IS21	IS21
ISSen4	IS3	IS407
ISSen5	IS630	IS630
ISSen6	IS200/IS605	IS605
ISSen7	ISNCY	ISPlu15
ISSen8	IS21	IS21
ISSen9	IS1	IS1
ISSep1	IS1182	IS1182
ISSep2	IS110	IS110
ISSep3	IS200/IS605	IS200
ISSeq1	ISL3	ISL3
ISSeq10	ISAs1	ISAs1
ISSeq2	ISNCY	IS1202
ISSeq3	IS3	IS150
ISSeq4	IS1634	IS1634
ISSeq6	IS30	IS30
ISSer1	IS110	IS110
ISSer2	IS256	IS256
ISSf1	IS5	IS1031
ISSfl1	IS4	IS10
ISSfl10	IS3	IS3
ISSfl11	IS3	IS3
ISSfl3	IS66	IS66
ISSfl4	IS110	IS110
ISSfl7	IS5	IS427
ISSfl8	IS110	IS1111
ISSfl9	IS4	IS10
ISSfr1	IS110	IS1111
ISSfr2	IS110	IS1111
ISSfr3	ISKra4	ISAzba1
ISSfr4	IS1595	ISSod11
ISSfu1	IS1380	IS1380
ISSg1	ISL3	ISL3
ISSgl1	IS5	IS903
ISSgr1	IS110	IS1111
ISSgr2	IS5	ISL2
ISSgsp1	IS66	IS66
ISSha1	ISL3	ISL3
ISShal1	IS1634	IS1634
ISSham1	IS200/IS605	IS200
ISSham2	IS3	IS51
ISShdy1	IS110	IS1111
ISShdy2	IS66	IS66
ISShes1	IS3	IS3
ISShes10	IS30	IS30
ISShes12	IS1634	IS1634
ISShes13	IS3	IS3
ISShes14	IS3	IS51
ISShes15	IS481	IS481
ISShes2	IS3	IS3
ISShes3	ISL3	ISL3
ISShes4	IS200/IS605	IS200
ISShes5	IS4	IS10
ISShes6	IS4	IS10
ISShes7	IS110	IS1111
ISShes8	IS200/IS605	IS200
ISShes9	IS66	IS66
ISShfr1	IS4	IS10
ISShfr2	IS630	IS630
ISShfr3	IS110	IS1111
ISShfr4	IS3	IS3
ISShfr5	IS21	IS21
ISShfr6	IS3	IS3
ISShfr7	IS110	IS1111
ISShfr8	IS3	IS407
ISShha1	ISNCY	IS1202
ISShha2	ISL3	ISL3
ISShsa1	IS5	IS5
ISShsp1	IS110	IS1111
ISShsp2	IS1182	IS1182
ISShsp3	IS3	IS3
ISShsp4	IS1595	ISSod11
ISShvi1	IS1595	ISPna2
ISShvi2	IS4	IS4
ISShvi3	IS91	IS91
ISShwo1	IS3	IS3
ISShwo2	IS200/IS605	IS200
ISShwo3	IS110	IS110
ISShwo4	ISL3	ISL3
ISShwo5	IS110	IS1111
ISSiac1	IS701	IS701
ISSiac3	ISAzo13	ISAzo13
ISSiac4	ISKra4	ISKra4
ISSiac5	ISLre2	ISLre2
ISSin1	IS256	IS1249
ISSis1	IS6	IS6
ISSis2	IS200/IS605	IS605
ISSis3	IS5	IS903
ISSis4	ISNCY	ISC1217
ISSis5	IS607	IS607
ISSis6	ISH3	ISH3
ISSis7	IS607	IS607
ISSisp1	IS3	IS407
ISSisp2	IS5	IS903
ISSko1	IS110	IS1111
ISSlgl1	IS256	IS1249
ISSlo1	IS110	IS1111
ISSlo2	IS3	IS3
ISSlsp1	IS1380	IS1380
ISSlsp2	IS5	IS5
ISSlu1	IS30	IS30
ISSm1	IS110	IS1111
ISSm3	IS110	IS110
ISSm4	ISL3	ISL3
ISSme1	IS3	IS407
ISSme2	IS21	IS21
ISSme3	IS66	IS66
ISSmi1	IS30	IS30
ISSmi2	IS1182	IS1182
ISSmi3	IS30	IS30
ISSmu1	IS3	IS150
ISSmu2	ISL3	ISL3
ISSmu5	IS982	IS982
ISSna1	ISNCY	ISDol1
ISSne1	IS256	IS256
ISSoc1	IS200/IS605	IS1341
ISSoc10	IS200/IS605	IS605
ISSoc12	IS200/IS605	IS1341
ISSoc13	IS5	IS427
ISSoc14	IS200/IS605	IS1341
ISSoc15	IS630	IS630
ISSoc2	IS607	IS607
ISSoc3	IS200/IS605	IS605
ISSoc4	IS630	IS630
ISSoc5	IS200/IS605	IS1341
ISSoc6	IS200/IS605	IS605
ISSoc8	IS200/IS605	IS1341
ISSoc9	IS200/IS605	IS1341
ISSod1	IS3	IS3
ISSod10	IS630	IS630
ISSod11	IS1595	ISSod11
ISSod12	IS5	IS903
ISSod13	IS481	IS481
ISSod14	IS110	IS1111
ISSod15	IS3	IS3
ISSod16	IS630	IS630
ISSod17	IS3	IS51
ISSod18	IS256	IS256
ISSod19	IS110	IS1111
ISSod2	IS3	IS407
ISSod20	IS982	IS982
ISSod21	IS110	IS1111
ISSod22	ISAs1	ISAs1
ISSod23	IS200/IS605	IS200
ISSod24	IS3	IS3
ISSod25	IS91	IS91
ISSod3	IS4	IS10
ISSod4	IS256	IS256
ISSod5	IS256	IS256
ISSod6	IS5	IS427
ISSod7	IS4	IS4
ISSod8	IS6	IS6
ISSoEn1	IS5	IS903
ISSoEn2	IS256	IS256
ISSoEn3	IS21	IS21
ISSoEn4	ISL3	ISL3
ISSp1	IS1380	IS1380
ISSpal1	IS481	IS481
ISSpal2	IS5	IS5
ISSpe1	IS3	IS3
ISSpe2	IS110	IS1111
ISSpe3	IS3	IS3
ISSpe4	IS110	IS1111
ISSpgl1	IS1595	ISPna2
ISSph1	IS5	IS903
ISSpi1	IS3	IS51
ISSpi2	IS110	IS1111
ISSpi3	IS110	IS1111
ISSpi4	IS3	IS3
ISSpi5	IS110	IS110
ISSpi6	IS110	IS1111
ISSpl1	IS3	IS150
ISSpma1	IS3	IS407
ISSpma2	IS256	IS256
ISSpma3	IS3	IS407
ISSpn1	IS3	IS3
ISSpn10	IS110	IS110
ISSpn11	IS3	IS150
ISSpn14	ISL3	ISL3
ISSpn2	IS630	IS630
ISSpn3	ISL3	ISL3
ISSpn4	IS3	IS150
ISSpn5	IS1380	IS1380
ISSpn6	IS200/IS605	IS200
ISSpn7	IS5	ISL2
ISSpn8	IS30	IS30
ISSpn9	IS30	IS30
ISSpo1	IS110	IS1111
ISSpo2	IS1380	IS1380
ISSpo3	IS1595	ISNwi1
ISSpo4	IS5	IS903
ISSpo6	IS630	IS630
ISSpo7	IS5	IS427
ISSpo8	IS1595	ISNwi1
ISSpo9	IS5	IS903
ISSpps1	IS1595	ISPna2
ISSpr1	IS3	IS51
ISSpr2	IS3	IS407
ISSptr1	IS1595	ISSod11
ISSpu1	IS3	IS3
ISSpu10	IS5	IS427
ISSpu11	IS5	IS903
ISSpu12	IS4	IS50
ISSpu13	ISAs1	ISAs1
ISSpu14	IS5	IS903
ISSpu15	IS21	IS21
ISSpu16	IS5	IS903
ISSpu17	IS6	IS6
ISSpu18	IS481	IS481
ISSpu19	IS1380	IS1380
ISSpu2	IS630	IS630
ISSpu20	IS5	IS903
ISSpu21	IS66	IS66
ISSpu22	IS110	IS1111
ISSpu23	IS630	IS630
ISSpu24	IS66	IS66
ISSpu3	ISAs1	ISAs1
ISSpu4	IS3	IS3
ISSpu5	IS21	IS21
ISSpu6	IS3	IS3
ISSpu7	IS1634	IS1634
ISSpu8	IS630	IS630
ISSpu9	IS4	IS50
ISSpwi1	IS3	IS407
ISSpwi2	IS256	IS256
ISSpy1	IS3	IS3
ISSpy2	IS982	IS982
ISSri1	ISKra4	ISKra4
ISSro1	IS5	ISL2
ISSru2	IS1	IS1
ISSru3	IS1	IS1
ISSs1	IS200/IS605	IS1341
ISSse1	IS3	IS3
ISSse2	IS3	IS51
ISSse3	IS3	IS407
ISSso1	IS110	IS1111
ISSso4	IS21	IS21
ISSso6	IS110	IS1111
ISSsp126	IS5	IS5
ISSsp2	IS3	IS150
ISSsp4	IS21	IS21
ISSsp5	IS21	IS21
ISSst1	IS3	IS407
ISSst2	IS1595	ISNha5
ISSsu10	IS110	IS110
ISSsu11	IS3	IS150
ISSsu12	IS982	IS982
ISSsu13	ISL3	ISL3
ISSsu2	IS4	IS4
ISSsu3	IS630	IS630
ISSsu4	IS200/IS605	IS200
ISSsu5	IS1380	IS1380
ISSsu6	ISL3	ISL3
ISSsu7	IS110	IS110
ISSsu8	IS481	IS481
ISSsu9	IS1595	ISPna2
ISSsv1	IS5	IS427
ISStac1	IS110	IS1111
ISStag1	IS6	IS6
ISStag2	IS481	IS481
ISStan1	IS30	IS30
ISStau1	IS3	IS3
ISStau10	IS5	IS427
ISStau11	ISAzo13	ISAzo13
ISStau2	IS66	ISBst12
ISStau3	IS66	ISBst12
ISStau4	IS66	ISBst12
ISStau5	IS66	ISBst12
ISStau6	ISAzo13	ISAzo13
ISStau7	IS1182	IS1182
ISStau8	IS1182	IS1182
ISStau9	IS5	IS427
ISSte1	IS6	IS6
ISSth1	ISL3	ISL3
ISSth1b	IS3	IS150
ISSth2	IS1182	IS1182
ISSth6	IS3	IS150
ISSth7	IS5	IS5
ISSth8	ISL3	ISL3
ISStin1	IS256	IS256
ISStin10	IS200/IS605	IS200
ISStin2	IS30	IS30
ISStin3	IS1182	IS1182
ISStin4	IS30	IS30
ISStin5	IS3	IS150
ISStin6	IS3	IS150
ISStin7	IS3	IS150
ISStin8	IS1182	IS1182
ISStin9	IS30	IS30
ISStma1	IS481	IS481
ISStma10	IS630	IS630
ISStma11	ISL3	ISL3
ISStma12	IS481	IS481
ISStma13	IS3	IS407
ISStma14	IS3	IS3
ISStma15	IS3	IS51
ISStma16	IS5	IS1031
ISStma17	IS3	IS51
ISStma2	IS3	IS150
ISStma3	IS481	IS481
ISStma4	IS110	IS110
ISStma5	IS3	IS3
ISStma6	IS110	IS110
ISStma7	IS110	IS110
ISStma8	IS110	IS110
ISStma9	IS3	IS51
ISSto1	IS200/IS605	IS605
ISSto10	ISNCY	ISC1217
ISSto11	IS607	IS607
ISSto12	IS607	IS607
ISSto13	IS607	IS607
ISSto14	ISH3	ISH3
ISSto15	ISNCY	ISC1217
ISSto2	IS6	IS6
ISSto3	IS5	IS5
ISSto4	IS110	IS110
ISSto5	IS110	IS110
ISSto6	IS110	IS110
ISSto7	IS1	IS1
ISSto8	ISH3	ISH3
ISSto9	IS1	IS1
ISStpr1	IS481	IS481
ISStr1	IS1380	IS1380
ISStro1	IS5	IS427
ISStro2	IS5	ISL2
ISStrs1	IS200/IS605	IS200
ISStrsp1	IS3	IS150
ISStso1	IS630	IS630
ISStsp1	ISAzo13	ISAzo13
ISStsp10	ISNCY	ISDol1
ISStsp11	IS1182	IS1182
ISStsp2	ISAzo13	ISAzo13
ISStsp3	IS1380	IS1380
ISStsp4	IS5	ISL2
ISStsp5	IS5	ISL2
ISStsp6	IS5	ISL2
ISStsp7	IS5	ISL2
ISStsp8	IS5	ISL2
ISStsp9	IS5	IS427
ISStu1	IS5	ISL2
ISStu2	ISAzo13	ISAzo13
ISStvi1	ISAzo13	ISAzo13
ISSty2	IS3	IS3
ISSuac1	IS256	IS256
ISSude1	IS982	IS982
ISSulsp1	IS5	IS5
ISSus1	IS701	IS701
ISSus3	IS6	IS6
ISSusp1	IS3	IS51
ISSusp2	IS3	IS407
ISSusp3	ISKra4	ISAzba1
ISSusp4	ISKra4	ISAzba1
ISSvi1	IS481	IS481
ISSwe1	IS1595	ISSod11
ISSwo1	IS3	IS150
ISSwo2	IS66	IS66
ISSwo3	IS1182	IS1182
ISSydi1	ISNCY	ISDol1
ISSymo1	ISNCY	ISDol1
ISSysp1	IS1595	IS1595
ISSysp2	IS4	IS10
ISSysp3	IS4	IS50
ISSysp4	IS5	IS5
ISSysp5	IS5	IS5
ISSysp6	ISKra4	ISAzba1
ISSysp7	ISKra4	ISAzba1
ISSysp8	ISKra4	ISMich2
ISSyth1	IS1182	IS1182
ISSyth2	IS1182	IS1182
ISSyth3	ISLre2	ISLre2
ISSyth4	ISLre2	ISLre2
IST2	IS256	IS256
IST3091	IS30	IS30
IST445	ISL3	ISL3
ISTaba1	IS1595	IS1016
ISTac1	IS200/IS605	IS605
ISTac2	IS256	IS256
ISTar1	IS5	IS903
ISTars1	IS1182	IS1182
ISTasp1	IS5	IS903
ISTca1	ISNCY	ISDol1
ISTco1	ISLre2	ISLre2
ISTco2	ISLre2	ISLre2
ISTco3	ISLre2	ISLre2
ISTco4	ISLre2	ISLre2
ISTco5	ISNCY	ISDol1
ISTcSa	IS630	IS630
ISTde1	ISNCY	IS1202
ISTde2	IS30	IS30
ISTdr1	IS256	IS256
ISTdr2	IS1595	IS1595
ISTeha1	ISLre2	ISLre2
ISTeha2	IS6	IS6
ISTeha3	IS4	ISPepr1
ISTeha4	IS4	ISPepr1
ISTeha5	IS4	IS4Sa
ISTeha6	IS1380	IS1380
ISTel1	IS481	IS481
ISTel2	IS200/IS605	IS605
ISTel3	IS200/IS605	IS1341
ISTel4	IS5	IS427
ISTel5	IS4	IS4Sa
ISTer1	IS630	IS630
ISTesp1	IS3	IS51
ISTesp2	ISL3	ISL3
ISTesp3	IS3	IS51
ISTesp4	IS1595	ISSod11
ISTet1	ISLre2	ISLre2
ISTet2	IS6	IS6
ISTfe1	ISL3	ISL3
ISTfo1	IS1595	IS1595
ISTfu1	IS200/IS605	IS605
ISTha1	ISAs1	ISAs1
ISTha2	ISAs1	ISAs1
ISTha3	IS91	IS91
ISTha4	IS1595	IS1595
ISThar1	IS5	IS903
ISThba1	IS1182	IS1182
ISThde1	IS1595	IS1595
ISThi1	IS5	IS5
ISThio1	ISKra4	ISKra4
ISThio2	IS1595	IS1595
ISThli1	IS1595	ISNha5
ISThma1	ISNCY	ISDol1
ISThph1	IS1182	IS1182
ISThsp1	IS1182	IS1182
ISThsp10	IS21	IS21
ISThsp11	IS3	IS3
ISThsp12	IS1634	IS1634
ISThsp13	IS1380	IS1380
ISThsp14	ISL3	ISL3
ISThsp15	IS630	IS630
ISThsp16	IS1182	IS1182
ISThsp17	IS1595	ISPna2
ISThsp18	IS1182	IS1182
ISThsp19	IS21	IS21
ISThsp2	IS21	IS21
ISThsp20	IS5	IS427
ISThsp21	IS5	IS427
ISThsp22	IS1182	IS1182
ISThsp23	IS1595	ISSod11
ISThsp3	IS66	IS66
ISThsp4	IS3	IS3
ISThsp5	IS21	IS21
ISThsp6	IS5	IS427
ISThsp7	IS1634	IS1634
ISThsp8	IS1634	IS1634
ISThth1	IS256	IS256
ISThu1	IS1182	IS1182
ISThy1	IS1595	IS1595
ISTico1	IS1595	ISNha5
